row,rid,lang,theme,month,ang,iro,hop,rsg,ent,anx,cnt,frm,hum,prf,evid,aff,dis,exh,rsl,care,fair,loya,auth,libe,trad,sexp,indv,scfr,cnsp,dogm,itru,wtru,hawk,ogh,lgbt,gtrd,sxm
1772,r_4b1bde45a775,uk,war-strategy,2024-06,2,0,0,1.0,0.0,1,2.0,2,0,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,2,0,-1,-1,0,0,0,0
1773,r_4b1bde45a775,uk,war-strategy,2024-06,0,1,0,0.0,0.0,0,0.0,2,0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,-1,0,0,0,0
1774,r_e179739cec18,uk,war-strategy,2024-06,1,0,0,0.0,0.0,0,1.0,1,0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0
1775,r_e179739cec18,uk,war-strategy,2024-06,0,0,0,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0
1776,r_e179739cec18,uk,war-strategy,2024-06,0,0,0,0.0,0.0,0,0.0,1,0,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,r_c98803eca772,uk,war-strategy,2024-06,0,0,0,0.0,0.0,0,0.0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,r_e179739cec18,uk,war-strategy,2024-06,2,1,0,1.0,0.0,1,1.0,1,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,2,1,-1,1,0,0,0,0
1779,r_c98803eca772,uk,war-strategy,2024-06,0,2,1,0.0,1.0,0,0.0,1,2,0.0,0,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,r_e179739cec18,uk,war-strategy,2024-06,1,1,0,0.0,0.0,0,1.0,1,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1781,r_e179739cec18,uk,war-strategy,2024-06,1,2,0,0.0,0.0,0,1.0,1,1,0.0,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1782,r_c2febcd4409f,uk,war-strategy,2024-06,0,1,0,0.0,0.0,0,0.0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,r_c2febcd4409f,bg,war-strategy,2024-06,0,1,0,1.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,r_e746f80b61a1,uk,war-strategy,2024-06,2,0,1,0.0,0.0,2,0.0,2,0,0.0,2,0,0,0,1,2,1,1,0,1,0,0,1,-1,0,1,0,0,-1,0,0,0,0
1785,r_e746f80b61a1,uk,war-strategy,2024-06,1,0,0,0.0,0.0,0,1.0,1,0,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0
1786,r_e746f80b61a1,uk,war-strategy,2024-06,2,1,0,2.0,0.0,2,1.0,2,0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,2,2,-1,-2,1,0,0,0,0
1787,r_832440794e2c,en,war-strategy,2024-06,0,0,0,0.0,0.0,0,0.0,3,0,0.0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1788,r_b282b7a9cc2e,uk,war-strategy,2024-06,0,0,0,1.0,0.0,1,0.0,4,0,0.0,2,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0
1789,r_6d11353eb764,uk,war-strategy,2024-06,1,0,0,1.0,0.0,3,0.0,2,0,0.0,1,0,0,0,0,2,0,0,0,0,0,-1,0,-2,0,2,0,0,0,0,0,0,0
1790,r_c2febcd4409f,uk,war-strategy,2024-06,0,3,0,0.0,0.0,0,0.0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,r_4ac5f87d743f,uk,war-strategy,2024-06,0,0,1,0.0,0.0,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,r_e746f80b61a1,uk,war-strategy,2024-06,2,0,0,1.0,0.0,1,2.0,2,0,0.0,1,0,0,0,0,2,0,1,0,0,1,-1,0,-1,1,2,0,-2,-1,1,0,1,0
1793,r_1a9d8c40685a,uk,war-strategy,2024-06,1,0,0,0.0,0.0,0,2.0,3,0,0.0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1794,r_4b1bde45a775,uk,war-strategy,2024-06,3,0,0,2.0,0.0,0,2.0,2,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,-1,-2,-2,0,0,0,0
1795,r_e179739cec18,uk,war-strategy,2024-06,2,0,0,1.0,0.0,1,1.0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1796,r_832440794e2c,en,war-strategy,2024-06,1,0,0,0.0,0.0,0,0.0,2,0,0.0,3,-1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1797,r_b282b7a9cc2e,uk,war-strategy,2024-06,1,0,0,1.0,0.0,1,1.0,3,0,0.0,1,0,0,1,0,1,0,0,0,2,0,0,1,-1,0,1,0,-1,0,0,0,0,0
1798,r_6d11353eb764,uk,war-strategy,2024-06,0,0,0,3.0,0.0,3,0.0,2,0,0.0,0,0,0,0,0,2,0,0,0,0,0,-1,0,-2,0,3,0,0,0,0,0,0,0
1799,r_c2febcd4409f,uk,war-strategy,2024-06,0,3,0,0.0,0.0,0,0.0,1,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,r_4ac5f87d743f,uk,war-strategy,2024-06,0,2,0,0.0,0.0,0,0.0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,r_e746f80b61a1,uk,war-strategy,2024-06,2,0,0,2.0,0.0,1,2.0,1,0,0.0,0,0,1,0,0,2,0,1,0,0,1,-1,0,2,0,2,0,-2,2,0,0,1,0
1802,r_1a9d8c40685a,uk,war-strategy,2024-06,1,0,0,0.0,0.0,0,2.0,2,1,0.0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1803,r_04feba230e64,bg,personal,2025-01,0,1,1,0.0,2.0,0,0.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,r_ca112f63a7ca,uk,personal,2025-01,1,0,0,1.0,0.0,1,1.0,2,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,-1,0,1,0,0,0,0
1805,r_4e511f313ea8,uk,personal,2025-01,0,0,0,1.0,0.0,0,1.0,2,0,0.0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,-1,0,0,0,0,0,0
1806,r_fccc47c05ca4,uk,personal,2025-01,0,0,0,0.0,0.0,0,0.0,2,0,0.0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1807,r_90ec38af72cc,uk,personal,2025-01,0,1,0,1.0,0.0,0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0
1808,r_04bb3b277e89,uk,personal,2025-01,0,0,1,0.0,1.0,0,0.0,1,0,0.0,0,0,0,0,1,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1809,r_fccc47c05ca4,und,personal,2025-01,0,0,0,0.0,0.0,0,0.0,3,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,r_4ac5f87d743f,ru,society-culture,2024-01,0,1,0,0.0,0.0,0,0.0,1,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
1811,r_acabcf0a9221,uk,society-culture,2024-01,1,2,0,0.0,0.0,0,1.0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,r_acabcf0a9221,uk,society-culture,2024-01,0,0,0,0.0,0.0,0,0.0,1,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,r_c6c55671d928,uk,society-culture,2024-01,0,1,0,0.0,0.0,0,0.0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,r_7cc242e4b42e,mk,society-culture,2024-01,0,2,0,0.0,0.0,0,0.0,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,r_c6c55671d928,mk,society-culture,2024-01,0,1,0,0.0,0.0,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,r_402992158e0e,uk,society-culture,2024-01,0,3,0,0.0,2.0,0,1.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1817,r_402992158e0e,uk,society-culture,2024-01,0,3,0,0.0,2.0,0,1.0,0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1818,r_7a07ca817df0,uk,science-medicine,2025-12,0,2,0,1.0,0.0,1,0.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,1,0,0,0,0,0
1819,r_70af4c00d934,uk,science-medicine,2025-12,0,0,0,0.0,0.0,0,0.0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1820,r_7a07ca817df0,it,science-medicine,2025-12,0,0,0,0.0,0.0,0,0.0,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,r_9d1c23bd61c4,uk,science-medicine,2025-12,0,0,0,0.0,0.0,0,1.0,3,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1822,r_0876190e5eb4,uk,science-medicine,2025-12,0,0,0,0.0,0.0,0,0.0,2,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1823,r_9e70b05f48d0,uk,science-medicine,2025-12,0,0,1,0.0,1.0,0,0.0,3,0,0.0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1824,r_0876190e5eb4,uk,science-medicine,2025-12,2,0,0,1.0,0.0,0,1.0,3,0,0.0,3,-1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1825,r_9e70b05f48d0,uk,science-medicine,2025-12,0,0,0,0.0,0.0,0,0.0,2,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1826,r_0876190e5eb4,uk,science-medicine,2025-12,0,0,0,0.0,0.0,0,0.0,3,0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1827,r_4ac5f87d743f,ru,science-medicine,2025-12,0,0,0,0.0,0.0,0,0.0,3,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,r_ce285eb7e5f1,uk,science-medicine,2025-12,2,1,0,2.0,0.0,1,0.0,1,1,0.0,2,0,2,1,0,3,4,0,0,2,0,0,1,1,0,1,-2,0,0,0,0,0,0
1829,r_86bbb8084d57,uk,science-medicine,2025-12,3,1,0,1.0,0.0,1,2.0,0,1,4.0,2,0,2,1,0,3,3,0,-1,1,0,0,1,2,1,2,-2,0,0,2,-1,0,0
1830,r_373a539a4264,uk,science-medicine,2025-12,0,0,0,0.0,1.0,0,0.0,2,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,r_035526cbca8e,bg,science-medicine,2025-12,0,0,0,0.0,0.0,0,0.0,2,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,r_9456e8c97412,uk,science-medicine,2025-12,1,1,0,1.0,0.0,0,1.0,2,0,0.0,2,0,0,0,0,2,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
1833,r_2489b04f1226,uk,science-medicine,2025-12,0,2,0,0.0,1.0,0,0.0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,r_d678fb1e5156,uk,science-medicine,2025-12,0,0,0,0.0,0.0,0,0.0,2,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,r_21127dceccd7,uk,science-medicine,2025-12,0,1,0,0.0,0.0,0,0.0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,r_1d75a8225446,uk,science-medicine,2025-12,0,0,0,0.0,0.0,0,0.0,1,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,r_9d1c23bd61c4,uk,science-medicine,2025-12,3,1,0,1.0,0.0,0,3.0,2,0,1.0,2,0,1,0,0,1,2,1,-2,2,1,-1,1,2,2,3,-3,0,0,0,0,0,0
1838,r_f87f0ee1a7d2,uk,science-medicine,2025-12,2,1,0,1.0,0.0,0,2.0,3,0,0.0,2,0,0,0,0,2,3,0,0,2,0,1,1,1,0,2,-1,0,0,0,0,0,0
1839,r_8b934071929a,uk,science-medicine,2025-12,3,0,0,2.0,0.0,1,2.0,2,0,0.0,0,0,0,1,0,1,0,0,-2,0,0,0,0,0,0,3,-2,0,0,0,0,0,0
1840,r_2573fee4b1fc,uk,science-medicine,2025-12,0,0,1,0.0,2.0,0,0.0,2,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,r_9d72edbf34c3,uk,science-medicine,2025-12,1,2,0,0.0,0.0,0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,r_9d72edbf34c3,uk,science-medicine,2025-12,0,0,0,0.0,1.0,0,0.0,2,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,r_d50f7c1e2be2,uk,science-medicine,2025-12,1,2,0,1.0,0.0,0,1.0,1,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,0,0,0
1844,r_7a07ca817df0,uk,science-medicine,2025-12,0,3,0,0.0,0.0,1,0.0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1845,r_9e70b05f48d0,uk,science-medicine,2025-12,0,0,1,0.0,1.0,0,0.0,3,0,0.0,0,2,0,0,1,2,1,1,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0
1846,r_4ac5f87d743f,ru,science-medicine,2025-12,0,0,0,0.0,0.0,0,0.0,3,0,0.0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1847,r_ce285eb7e5f1,uk,science-medicine,2025-12,3,1,0,2.0,0.0,1,2.0,1,1,1.0,2,0,1,1,0,3,3,0,0,0,0,0,1,1,0,1,-2,0,0,0,0,0,0
1848,r_373a539a4264,uk,science-medicine,2025-12,0,0,0,0.0,1.0,0,0.0,2,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,r_035526cbca8e,bg,science-medicine,2025-12,0,0,0,0.0,0.0,0,0.0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,r_9456e8c97412,uk,science-medicine,2025-12,1,0,0,2.0,0.0,0,0.0,2,0,0.0,1,0,1,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1851,r_2489b04f1226,uk,science-medicine,2025-12,0,1,0,0.0,1.0,0,0.0,2,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,r_d678fb1e5156,uk,science-medicine,2025-12,0,0,0,0.0,0.0,0,0.0,3,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,r_3cb27e8cf036,uk,personal,2025-01,2,3,0,1.0,0.0,0,2.0,1,2,0.0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,2,-1,0,0,0,0,0,0
1854,r_3f82106587c8,uk,personal,2025-01,0,1,1,1.0,0.0,1,0.0,2,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1855,r_7c1ed1beb5ce,uk,personal,2025-01,0,0,0,0.0,0.0,1,1.0,3,0,0.0,2,0,0,0,0,1,1,0,0,0,0,-1,1,0,1,2,0,-1,0,0,0,0,0
1856,r_7c1ed1beb5ce,ru,personal,2025-01,0,0,0,0.0,0.0,0,0.0,3,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1857,r_f19585de2113,en,personal,2025-01,0,1,0,2.0,0.0,1,0.0,3,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0
1858,r_7c1ed1beb5ce,ru,personal,2025-01,0,0,0,2.0,0.0,0,0.0,2,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1859,r_8adb25a0ec16,uk,personal,2025-01,1,1,1,2.0,0.0,1,1.0,2,1,0.0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0
1860,r_d860bc9409ac,uk,personal,2025-01,2,0,0,2.0,0.0,1,2.0,2,0,0.0,1,0,1,0,0,1,2,0,0,2,0,0,2,2,1,3,-1,0,0,0,0,0,0
1861,r_3cb27e8cf036,uk,personal,2025-01,2,3,0,1.0,0.0,0,2.0,1,2,0.0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,2,-1,0,0,0,0,0,0
1862,r_3f82106587c8,uk,personal,2025-01,0,0,1,2.0,0.0,0,0.0,2,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1863,r_7c1ed1beb5ce,uk,personal,2025-01,0,0,0,0.0,0.0,0,1.0,3,0,0.0,2,0,0,0,0,0,0,0,0,2,-1,1,1,1,1,1,0,-1,0,0,0,0,0
1864,r_7c1ed1beb5ce,ru,personal,2025-01,0,0,0,0.0,0.0,0,0.0,3,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1865,r_f19585de2113,en,personal,2025-01,0,0,0,1.0,0.0,1,0.0,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1866,r_7c1ed1beb5ce,ru,personal,2025-01,0,0,0,2.0,0.0,0,0.0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1867,r_8adb25a0ec16,uk,personal,2025-01,1,1,0,2.0,0.0,0,1.0,1,1,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0
1868,r_d860bc9409ac,uk,personal,2025-01,2,0,0,2.0,0.0,1,2.0,2,0,0.0,0,0,1,0,0,0,2,-1,-2,2,-1,1,1,2,2,2,-1,0,0,0,0,0,0
1869,r_9d1c23bd61c4,uk,nuclear,2025-03,1,2,0,0.0,0.0,0,1.0,2,1,0.0,0,0,0,0,0,0,2,0,0,2,0,1,1,1,0,1,-1,-1,0,0,0,0,0
1870,r_9d1c23bd61c4,uk,nuclear,2025-03,0,2,0,0.0,0.0,0,1.0,2,1,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0
1871,r_9d1c23bd61c4,uk,nuclear,2025-03,1,3,0,0.0,0.0,0,1.0,1,2,0.0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872,r_9d1c23bd61c4,uk,nuclear,2025-03,1,2,0,0.0,0.0,0,0.0,2,2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,r_9d1c23bd61c4,ru,nuclear,2025-03,1,1,0,0.0,0.0,0,1.0,1,1,0.0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1874,r_9d1c23bd61c4,ru,nuclear,2025-03,0,0,0,0.0,0.0,0,0.0,3,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1875,r_9d1c23bd61c4,ru,nuclear,2025-03,0,2,0,0.0,0.0,0,1.0,2,2,0.0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1876,r_9d1c23bd61c4,ru,nuclear,2025-03,0,0,0,0.0,1.0,0,2.0,3,0,0.0,2,0,0,0,1,0,2,0,0,3,0,1,1,1,1,2,0,-1,0,0,0,0,0
1877,r_9d1c23bd61c4,ru,nuclear,2025-03,0,0,0,0.0,0.0,0,0.0,4,0,0.0,2,0,0,0,1,0,2,0,0,2,0,0,1,1,0,1,0,-1,0,0,0,0,0
1878,r_293e1bb96def,uk,nuclear,2025-03,3,0,0,0.0,0.0,0,3.0,0,0,4.0,0,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1879,r_9d1c23bd61c4,ru,nuclear,2025-03,1,2,0,0.0,0.0,0,1.0,1,2,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,r_792b6e86bcf9,uk,nuclear,2025-03,0,1,0,0.0,0.0,0,0.0,1,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,r_046e99cfc05c,uk,nuclear,2025-03,2,0,0,0.0,0.0,0,1.0,2,0,0.0,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1882,r_9d1c23bd61c4,uk,nuclear,2025-03,0,0,0,0.0,1.0,0,1.0,2,0,0.0,1,0,0,0,1,0,2,0,0,2,0,0,1,1,1,3,0,-2,0,0,0,0,0
1883,r_792b6e86bcf9,uk,nuclear,2025-03,0,0,0,0.0,0.0,0,0.0,3,0,0.0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1884,r_9d1c23bd61c4,uk,nuclear,2025-03,0,0,0,0.0,0.0,0,0.0,3,0,0.0,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0
1885,r_62fb19036c2d,uk,nuclear,2025-03,0,0,0,0.0,0.0,0,0.0,3,0,0.0,2,0,0,0,0,1,1,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0
1886,r_bf7fac0d756f,uk,nuclear,2025-03,0,0,1,0.0,1.0,0,0.0,2,0,0.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0
1887,r_665962bb63c8,uk,nuclear,2025-03,1,3,0,0.0,0.0,0,2.0,1,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0
1888,r_77709ee07f15,uk,nuclear,2025-03,1,0,0,1.0,0.0,1,0.0,2,0,0.0,0,0,0,0,0,0,0,0,1,1,1,-1,1,1,0,2,0,-1,0,0,0,0,0
1889,r_282b0c955852,uk,nuclear,2025-03,2,0,0,0.0,0.0,0,3.0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-2,0,3,0,0,0
1890,r_cd145223b98b,uk,nuclear,2025-03,2,4,0,0.0,0.0,0,2.0,1,3,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,-2,0,3,2,1,0
1891,r_b28ed4ecb692,uk,nuclear,2025-03,0,0,0,0.0,0.0,0,2.0,2,0,0.0,1,0,0,0,0,2,1,0,0,1,-1,0,1,0,0,2,0,-1,0,1,0,-1,0
1892,r_9d1c23bd61c4,uk,nuclear,2025-03,0,0,0,0.0,0.0,0,0.0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,r_7dddada0e7ed,uk,nuclear,2025-03,2,1,0,2.0,0.0,2,0.0,1,0,0.0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,2,2,0,-2,0,0,0,0,0
1894,r_9d1c23bd61c4,uk,nuclear,2025-03,1,0,0,0.0,0.0,0,0.0,2,0,0.0,1,0,0,0,0,0,1,0,0,2,0,0,2,2,0,1,0,0,0,0,0,0,0
1895,r_62fb19036c2d,uk,nuclear,2025-03,0,0,0,0.0,0.0,0,0.0,3,0,0.0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1896,r_bf7fac0d756f,uk,nuclear,2025-03,0,0,1,0.0,1.0,0,0.0,2,0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0
1897,r_665962bb63c8,uk,nuclear,2025-03,1,3,0,0.0,0.0,0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0
1898,r_77709ee07f15,uk,nuclear,2025-03,1,0,0,1.0,0.0,0,0.0,2,0,0.0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,0,1,0,0,0,0,0,0,0
1899,r_282b0c955852,uk,nuclear,2025-03,2,0,0,0.0,0.0,0,3.0,1,0,0.0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,2,0,-1,0,2,0,0,0
1900,r_cd145223b98b,uk,nuclear,2025-03,2,4,0,0.0,0.0,0,2.0,1,3,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,0
1901,r_b28ed4ecb692,uk,nuclear,2025-03,1,0,0,0.0,0.0,1,1.0,2,0,0.0,1,0,0,0,0,2,1,0,0,1,-1,0,0,0,0,1,0,0,0,1,0,0,0
1902,r_9d1c23bd61c4,uk,nuclear,2025-03,0,0,0,0.0,0.0,0,0.0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,r_7dddada0e7ed,uk,nuclear,2025-03,0,0,0,1.0,0.0,2,0.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,0,-2,0,0,0,0,0
1904,r_a9ec7b78ab01,uk,society-culture,2026-02,0,1,1,0.0,2.0,0,0.0,1,2,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1905,r_7a07ca817df0,uk,society-culture,2026-02,0,0,1,0.0,1.0,0,0.0,2,0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1906,r_6266fe493f4c,uk,society-culture,2026-02,0,0,0,0.0,0.0,0,0.0,1,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
